rowid,movie,type,word,minutes_in
917,Kill Bill: Vol. 1,word,fucking,12.17
918,Kill Bill: Vol. 1,word,bitch,12.48
919,Kill Bill: Vol. 1,word,fuck,13.07
920,Kill Bill: Vol. 1,word,bitch,13.08
921,Kill Bill: Vol. 1,word,shit,13.13
922,Kill Bill: Vol. 1,word,motherfucking,13.18
923,Kill Bill: Vol. 1,word,ass,13.18
924,Kill Bill: Vol. 1,word,motherfucking,13.28
925,Kill Bill: Vol. 1,word,bitch,13.42
926,Kill Bill: Vol. 1,death,,13.53
927,Kill Bill: Vol. 1,word,goddamn,17.2
928,Kill Bill: Vol. 1,word,hell,17.58
929,Kill Bill: Vol. 1,word,goddamn,18.02
930,Kill Bill: Vol. 1,word,shit,18.07
931,Kill Bill: Vol. 1,word,goddamn,19.32
932,Kill Bill: Vol. 1,word,cocksucker,19.73
933,Kill Bill: Vol. 1,word,fuck,22.93
934,Kill Bill: Vol. 1,word,shit,23.4
935,Kill Bill: Vol. 1,word,shit,23.45
936,Kill Bill: Vol. 1,word,fucking,25.02
937,Kill Bill: Vol. 1,word,shithead,25.12
938,Kill Bill: Vol. 1,word,fuck,28.03
939,Kill Bill: Vol. 1,word,cunt,28.43
940,Kill Bill: Vol. 1,word,shit,28.88
941,Kill Bill: Vol. 1,word,goddamn,29.37
942,Kill Bill: Vol. 1,death,,29.75
943,Kill Bill: Vol. 1,word,bullshit,31.07
944,Kill Bill: Vol. 1,word,shit,31.32
945,Kill Bill: Vol. 1,word,fuck,31.42
946,Kill Bill: Vol. 1,word,fuck,31.6
947,Kill Bill: Vol. 1,death,,31.68
948,Kill Bill: Vol. 1,word,pussy,32.12
949,Kill Bill: Vol. 1,word,fucker,32.15
950,Kill Bill: Vol. 1,word,cunts,35.15
951,Kill Bill: Vol. 1,word,dicks,35.22
952,Kill Bill: Vol. 1,death,,37.65
953,Kill Bill: Vol. 1,death,,39.57
954,Kill Bill: Vol. 1,death,,41.03
955,Kill Bill: Vol. 1,death,,42.57
956,Kill Bill: Vol. 1,death,,42.77
957,Kill Bill: Vol. 1,death,,43.48
958,Kill Bill: Vol. 1,word,shit,46.45
959,Kill Bill: Vol. 1,word,bastard,46.47
960,Kill Bill: Vol. 1,word,ass,46.63
961,Kill Bill: Vol. 1,word,goddamn,47.97
962,Kill Bill: Vol. 1,word,hell,48.03
963,Kill Bill: Vol. 1,word,damn,48.6
964,Kill Bill: Vol. 1,death,,60.57
965,Kill Bill: Vol. 1,word,bastard,62.33
966,Kill Bill: Vol. 1,word,fuckface,62.35
967,Kill Bill: Vol. 1,word,bitch,62.87
968,Kill Bill: Vol. 1,death,,62.97
969,Kill Bill: Vol. 1,word,fucking,64.2
970,Kill Bill: Vol. 1,word,fucker,64.23
971,Kill Bill: Vol. 1,word,bitches,64.32
972,Kill Bill: Vol. 1,word,fucking,64.38
973,Kill Bill: Vol. 1,word,goddamn,73.48
974,Kill Bill: Vol. 1,death,,75.77
975,Kill Bill: Vol. 1,death,,76.02
976,Kill Bill: Vol. 1,death,,76.02
977,Kill Bill: Vol. 1,death,,76.02
978,Kill Bill: Vol. 1,death,,76.48
979,Kill Bill: Vol. 1,death,,77.02
980,Kill Bill: Vol. 1,death,,80.32
981,Kill Bill: Vol. 1,death,,82.95
982,Kill Bill: Vol. 1,death,,82.98
983,Kill Bill: Vol. 1,death,,83.0
984,Kill Bill: Vol. 1,death,,83.03
985,Kill Bill: Vol. 1,death,,83.05
986,Kill Bill: Vol. 1,death,,83.05
987,Kill Bill: Vol. 1,death,,83.05
988,Kill Bill: Vol. 1,death,,83.08
989,Kill Bill: Vol. 1,death,,83.12
990,Kill Bill: Vol. 1,death,,83.18
991,Kill Bill: Vol. 1,death,,83.38
992,Kill Bill: Vol. 1,death,,83.42
993,Kill Bill: Vol. 1,death,,83.48
994,Kill Bill: Vol. 1,death,,83.65
995,Kill Bill: Vol. 1,death,,83.72
996,Kill Bill: Vol. 1,death,,83.83
997,Kill Bill: Vol. 1,death,,83.88
998,Kill Bill: Vol. 1,death,,83.93
999,Kill Bill: Vol. 1,death,,84.05
1000,Kill Bill: Vol. 1,death,,84.18
1001,Kill Bill: Vol. 1,death,,84.23
1002,Kill Bill: Vol. 1,death,,84.27
1003,Kill Bill: Vol. 1,death,,84.58
1004,Kill Bill: Vol. 1,death,,84.92
1005,Kill Bill: Vol. 1,death,,84.92
1006,Kill Bill: Vol. 1,death,,85.0
1007,Kill Bill: Vol. 1,death,,85.08
1008,Kill Bill: Vol. 1,death,,85.1
1009,Kill Bill: Vol. 1,death,,85.2
1010,Kill Bill: Vol. 1,death,,85.25
1011,Kill Bill: Vol. 1,death,,85.25
1012,Kill Bill: Vol. 1,death,,85.28
1013,Kill Bill: Vol. 1,death,,85.38
1014,Kill Bill: Vol. 1,death,,85.47
1015,Kill Bill: Vol. 1,death,,85.98
1016,Kill Bill: Vol. 1,death,,86.05
1017,Kill Bill: Vol. 1,death,,86.15
1018,Kill Bill: Vol. 1,death,,86.2
1019,Kill Bill: Vol. 1,death,,86.27
1020,Kill Bill: Vol. 1,death,,86.35
1021,Kill Bill: Vol. 1,death,,86.4
1022,Kill Bill: Vol. 1,death,,87.52
1023,Kill Bill: Vol. 1,death,,87.63
1024,Kill Bill: Vol. 1,word,fucking,88.18
1025,Kill Bill: Vol. 1,death,,88.95
1026,Kill Bill: Vol. 1,death,,97.6
1027,Kill Bill: Vol. 1,word,hell,100.1
1028,Kill Bill: Vol. 2,word,hell,1.18
1029,Kill Bill: Vol. 2,word,bitch,4.83
1030,Kill Bill: Vol. 2,word,ass,9.02
1031,Kill Bill: Vol. 2,word,cockblockery,9.62
1032,Kill Bill: Vol. 2,word,goddamn,11.38
1033,Kill Bill: Vol. 2,word,damn,12.82
1034,Kill Bill: Vol. 2,death,,14.38
1035,Kill Bill: Vol. 2,death,,14.38
1036,Kill Bill: Vol. 2,death,,14.38
1037,Kill Bill: Vol. 2,death,,14.38
1038,Kill Bill: Vol. 2,death,,14.38
1039,Kill Bill: Vol. 2,death,,14.38
1040,Kill Bill: Vol. 2,death,,14.38
1041,Kill Bill: Vol. 2,death,,14.38
1042,Kill Bill: Vol. 2,death,,14.38
1043,Kill Bill: Vol. 2,word,japs,15.53
1044,Kill Bill: Vol. 2,word,jew (verb),17.33
1045,Kill Bill: Vol. 2,word,fucking,18.7
1046,Kill Bill: Vol. 2,word,ass,18.72
1047,Kill Bill: Vol. 2,word,fucking,19.37
1048,Kill Bill: Vol. 2,word,asshole,20.17
1049,Kill Bill: Vol. 2,word,fucking,20.3
1050,Kill Bill: Vol. 2,word,fucking,20.57
1051,Kill Bill: Vol. 2,word,fucking,20.98
1052,Kill Bill: Vol. 2,word,fucking,21.37
1053,Kill Bill: Vol. 2,word,fucking,21.42
1054,Kill Bill: Vol. 2,word,fucking,21.52
1055,Kill Bill: Vol. 2,word,shit,21.8
1056,Kill Bill: Vol. 2,word,shitty,22.5
1057,Kill Bill: Vol. 2,word,ass,26.62
1058,Kill Bill: Vol. 2,word,shit,27.03
1059,Kill Bill: Vol. 2,word,bitch,28.93
1060,Kill Bill: Vol. 2,word,ass,29.92
1061,Kill Bill: Vol. 2,word,damn,30.47
1062,Kill Bill: Vol. 2,word,bitch,33.02
1063,Kill Bill: Vol. 2,word,pussy,33.15
1064,Kill Bill: Vol. 2,word,pussy,33.23
1065,Kill Bill: Vol. 2,word,ass,34.6
1066,Kill Bill: Vol. 2,word,goddamn,34.7
1067,Kill Bill: Vol. 2,word,fucking,34.77
1068,Kill Bill: Vol. 2,word,bastards,44.12
1069,Kill Bill: Vol. 2,word,fucker,44.65
1070,Kill Bill: Vol. 2,word,ass,47.13
1071,Kill Bill: Vol. 2,word,goddamn,49.2
1072,Kill Bill: Vol. 2,word,japs,49.2
1073,Kill Bill: Vol. 2,word,goddamn,50.93
1074,Kill Bill: Vol. 2,word,fucked,65.67
1075,Kill Bill: Vol. 2,word,horeshit,68.4
1076,Kill Bill: Vol. 2,word,shit,72.45
1077,Kill Bill: Vol. 2,death,,72.67
1078,Kill Bill: Vol. 2,word,bitch,78.9
1079,Kill Bill: Vol. 2,word,fucking,79.88
1080,Kill Bill: Vol. 2,word,bitch,79.88
1081,Kill Bill: Vol. 2,word,fucking,79.93
1082,Kill Bill: Vol. 2,word,fuck,79.93
1083,Kill Bill: Vol. 2,word,fucking,80.28
1084,Kill Bill: Vol. 2,word,fucking,80.63
1085,Kill Bill: Vol. 2,word,shit,80.75
1086,Kill Bill: Vol. 2,word,pussy,85.35
1087,Kill Bill: Vol. 2,word,pussy,85.4
1088,Kill Bill: Vol. 2,word,fucking,102.12
1089,Kill Bill: Vol. 2,word,goddamn,103.23
1090,Kill Bill: Vol. 2,word,fuck,103.28
1091,Kill Bill: Vol. 2,word,shit,104.63
1092,Kill Bill: Vol. 2,word,ass,107.43
1093,Kill Bill: Vol. 2,word,fuck,110.23
1094,Kill Bill: Vol. 2,word,fucking,110.93
1095,Kill Bill: Vol. 2,word,bitch,110.97
1096,Kill Bill: Vol. 2,word,fucking,111.05
1097,Kill Bill: Vol. 2,word,bullshit,111.58
1098,Kill Bill: Vol. 2,word,shitless,111.92
1099,Kill Bill: Vol. 2,word,fucking,112.52
1100,Kill Bill: Vol. 2,word,shit,112.52
1101,Kill Bill: Vol. 2,word,fucking,116.28
1102,Kill Bill: Vol. 2,word,assholes,116.28
1103,Kill Bill: Vol. 2,word,fucking,116.57
1104,Kill Bill: Vol. 2,word,bastard,117.25
1105,Kill Bill: Vol. 2,word,bastard,117.35
1106,Kill Bill: Vol. 2,word,cunt,119.58
1107,Kill Bill: Vol. 2,death,,121.12
1108,Inglorious Basterds,death,,20.35
1109,Inglorious Basterds,death,,20.35
1110,Inglorious Basterds,death,,20.35
1111,Inglorious Basterds,death,,20.35
1112,Inglorious Basterds,word,hell,22.2
1113,Inglorious Basterds,word,goddamn,22.22
1114,Inglorious Basterds,word,fucking,22.32
1115,Inglorious Basterds,word,bitch,22.55
1116,Inglorious Basterds,death,,28.57
1117,Inglorious Basterds,death,,28.63
1118,Inglorious Basterds,death,,28.8
1119,Inglorious Basterds,death,,29.07
1120,Inglorious Basterds,death,,29.22
1121,Inglorious Basterds,death,,29.23
1122,Inglorious Basterds,death,,29.25
1123,Inglorious Basterds,death,,29.93
1124,Inglorious Basterds,word,fucking,30.93
1125,Inglorious Basterds,word,goddamn,31.05
1126,Inglorious Basterds,word,goddamn,32.52
1127,Inglorious Basterds,word,ass,32.65
1128,Inglorious Basterds,word,fuck,32.97
1129,Inglorious Basterds,death,,34.77
1130,Inglorious Basterds,word,shitting,34.9
1131,Inglorious Basterds,word,fucking,34.97
1132,Inglorious Basterds,word,fucking,35.05
1133,Inglorious Basterds,word,fucking,35.1
1134,Inglorious Basterds,death,,35.17
1135,Inglorious Basterds,word,damn,35.2
1136,Inglorious Basterds,word,fuck,35.3
1137,Inglorious Basterds,word,ass,48.17
1138,Inglorious Basterds,word,negro ,48.68
1139,Inglorious Basterds,word,shit,51.48
1140,Inglorious Basterds,word,hell,52.55
1141,Inglorious Basterds,word,negro ,58.43
1142,Inglorious Basterds,word,negro ,59.38
1143,Inglorious Basterds,word,negro ,59.57
1144,Inglorious Basterds,word,fuck,61.83
1145,Inglorious Basterds,word,goddamn,69.48
1146,Inglorious Basterds,word,fucking,69.5
1147,Inglorious Basterds,word,squaw,73.0
1148,Inglorious Basterds,word,ass,75.83
1149,Inglorious Basterds,word,negro ,86.97
1150,Inglorious Basterds,word,slut,90.53
1151,Inglorious Basterds,word,hell,92.03
1152,Inglorious Basterds,word,damn,92.27
1153,Inglorious Basterds,death,,92.68
1154,Inglorious Basterds,death,,92.68
1155,Inglorious Basterds,death,,92.7
1156,Inglorious Basterds,death,,92.72
1157,Inglorious Basterds,death,,92.73
1158,Inglorious Basterds,death,,92.75
1159,Inglorious Basterds,death,,92.77
1160,Inglorious Basterds,death,,92.83
1161,Inglorious Basterds,death,,92.87
1162,Inglorious Basterds,death,,92.87
1163,Inglorious Basterds,word,fucking,96.87
1164,Inglorious Basterds,death,,96.95
1165,Inglorious Basterds,word,goddamn,97.12
1166,Inglorious Basterds,word,fuck,97.53
1167,Inglorious Basterds,word,hell,100.97
1168,Inglorious Basterds,word,damn,101.0
1169,Inglorious Basterds,word,fuck,101.82
1170,Inglorious Basterds,word,ass,102.68
1171,Inglorious Basterds,word,shit,103.4
1172,Inglorious Basterds,word,fucking,103.82
1173,Inglorious Basterds,death,,104.6
1174,Inglorious Basterds,death,,104.6
1175,Inglorious Basterds,death,,104.6
1176,Inglorious Basterds,death,,104.6
1177,Inglorious Basterds,word,fucker,107.77
1178,Inglorious Basterds,word,fuck,107.82
1179,Inglorious Basterds,word,ass,111.43
1180,Inglorious Basterds,death,,121.13
1181,Inglorious Basterds,word,fucking,121.53
1182,Inglorious Basterds,word,shithead,121.53
1183,Inglorious Basterds,word,fuck,121.55
1184,Inglorious Basterds,word,fuck,121.57
1185,Inglorious Basterds,word,shithead,121.62
1186,Inglorious Basterds,word,fuck,121.63
1187,Inglorious Basterds,word,fuck,121.68
1188,Inglorious Basterds,word,goddamn,121.77
1189,Inglorious Basterds,word,bitches,121.78
1190,Inglorious Basterds,word,goddamn,121.87
1191,Inglorious Basterds,word,damn,124.72
1192,Inglorious Basterds,word,shit,137.82
1193,Inglorious Basterds,word,ass,138.93
1194,Inglorious Basterds,death,,141.47
1195,Inglorious Basterds,death,,141.53
1196,Inglorious Basterds,death,,142.42
1197,Inglorious Basterds,death,,142.52
1198,Inglorious Basterds,death,,144.17
1199,Inglorious Basterds,death,,144.17
1200,Inglorious Basterds,death,,144.2
1201,Inglorious Basterds,death,,144.63
1202,Inglorious Basterds,death,,144.63
1203,Inglorious Basterds,death,,144.65
1204,Inglorious Basterds,death,,144.67
1205,Inglorious Basterds,death,,144.68
1206,Inglorious Basterds,death,,144.85
1207,Inglorious Basterds,death,,144.85
1208,Inglorious Basterds,death,,144.85
1209,Inglorious Basterds,death,,145.1
1210,Inglorious Basterds,death,,145.6
1211,Inglorious Basterds,death,,147.37
1212,Inglorious Basterds,word,fuck,147.62
1213,Inglorious Basterds,word,goddamn,148.73
1214,Django Unchained,word,goddamn,7.23
1215,Django Unchained,death,,7.75
1216,Django Unchained,word,goddamn,8.37
1217,Django Unchained,word,bitch,8.38
1218,Django Unchained,word,damn,8.65
1219,Django Unchained,word,fucking,8.87
1220,Django Unchained,word,damn,8.88
1221,Django Unchained,word,n-word ,9.8
1222,Django Unchained,word,goddamn,10.07
1223,Django Unchained,word,hell,10.53
1224,Django Unchained,death,,12.63
1225,Django Unchained,word,n-word ,13.57
1226,Django Unchained,word,n-word ,14.07
1227,Django Unchained,word,hell,14.75
1228,Django Unchained,word,n-word ,14.78
1229,Django Unchained,word,ass,19.37
1230,Django Unchained,death,,19.62
1231,Django Unchained,word,goddamn,20.25
1232,Django Unchained,word,n-word ,20.47
1233,Django Unchained,word,hell,22.67
1234,Django Unchained,word,n-word ,24.98
1235,Django Unchained,word,n-word ,28.55
1236,Django Unchained,word,n-word ,28.65
1237,Django Unchained,word,n-word ,28.8
1238,Django Unchained,word,n-word ,29.38
1239,Django Unchained,word,n-word ,29.5
1240,Django Unchained,word,n-word ,29.65
1241,Django Unchained,word,n-word ,31.07
1242,Django Unchained,word,n-word ,31.1
1243,Django Unchained,word,damn,33.12
1244,Django Unchained,death,,36.47
1245,Django Unchained,word,goddamn,36.55
1246,Django Unchained,word,bitch,36.57
1247,Django Unchained,death,,37.45
1248,Django Unchained,death,,38.03
1249,Django Unchained,word,bitches,40.92
1250,Django Unchained,word,n-word ,41.68
1251,Django Unchained,word,n-word ,42.02
1252,Django Unchained,word,fucking,42.23
1253,Django Unchained,word,shit,42.23
1254,Django Unchained,word,fucking,42.33
1255,Django Unchained,word,shit,42.38
1256,Django Unchained,word,goddamn,42.45
1257,Django Unchained,word,shit,42.47
1258,Django Unchained,word,goddamn,42.5
1259,Django Unchained,word,shit,43.12
1260,Django Unchained,word,fucking,43.22
1261,Django Unchained,word,fucking,43.25
1262,Django Unchained,word,fucking,43.27
1263,Django Unchained,word,fuck,43.28
1264,Django Unchained,word,bitches,43.42
1265,Django Unchained,word,n-word ,43.65
1266,Django Unchained,word,goddamn,44.3
1267,Django Unchained,word,fucking,44.42
1268,Django Unchained,word,shit,44.55
1269,Django Unchained,word,n-word ,44.58
1270,Django Unchained,word,n-word ,44.63
1271,Django Unchained,word,n-word ,44.67
1272,Django Unchained,word,shit,45.5
1273,Django Unchained,death,,45.78
1274,Django Unchained,word,hell,47.65
1275,Django Unchained,word,hell,48.3
1276,Django Unchained,word,damn,53.08
1277,Django Unchained,death,,55.07
1278,Django Unchained,death,,56.58
1279,Django Unchained,death,,56.62
1280,Django Unchained,death,,56.63
1281,Django Unchained,death,,56.65
1282,Django Unchained,word,n-word ,59.42
1283,Django Unchained,word,goddamned,59.65
1284,Django Unchained,word,n-word ,59.75
1285,Django Unchained,word,fuck,60.5
1286,Django Unchained,word,fucking,62.22
1287,Django Unchained,word,n-word ,63.2
1288,Django Unchained,word,n-word ,64.78
1289,Django Unchained,death,,66.9
1290,Django Unchained,word,n-word ,70.1
1291,Django Unchained,word,n-word ,71.17
1292,Django Unchained,word,n-word ,71.2
1293,Django Unchained,word,n-word ,71.23
1294,Django Unchained,word,n-word ,71.28
1295,Django Unchained,word,n-word ,71.35
1296,Django Unchained,word,n-word ,71.87
1297,Django Unchained,word,n-word ,73.17
1298,Django Unchained,word,n-word ,73.23
1299,Django Unchained,word,n-word ,73.32
1300,Django Unchained,word,n-word ,73.73
1301,Django Unchained,word,n-word ,74.0
1302,Django Unchained,word,n-word ,74.4
1303,Django Unchained,word,goddamn,74.77
1304,Django Unchained,word,n-word ,74.83
1305,Django Unchained,word,hell,75.67
1306,Django Unchained,word,goddamn,76.2
1307,Django Unchained,word,n-word ,76.3
1308,Django Unchained,word,n-word ,76.37
1309,Django Unchained,word,ass,76.45
1310,Django Unchained,word,goddamn,76.45
1311,Django Unchained,word,hell,76.92
1312,Django Unchained,word,n-word ,78.48
1313,Django Unchained,word,ass,79.57
1314,Django Unchained,word,goddamn,79.63
1315,Django Unchained,word,goddamn,79.77
1316,Django Unchained,word,n-word ,79.8
1317,Django Unchained,word,n-word ,81.32
1318,Django Unchained,word,goddamn,81.68
1319,Django Unchained,word,n-word ,82.98
1320,Django Unchained,word,n-word ,83.47
1321,Django Unchained,word,n-word ,83.52
1322,Django Unchained,word,n-word ,83.68
1323,Django Unchained,death,,84.38
1324,Django Unchained,word,n-word ,84.47
1325,Django Unchained,word,ass,88.32
1326,Django Unchained,word,n-word ,88.35
1327,Django Unchained,word,n-word ,88.75
1328,Django Unchained,word,ass,88.97
1329,Django Unchained,word,n-word ,89.13
1330,Django Unchained,word,n-word ,89.13
1331,Django Unchained,word,n-word ,89.35
1332,Django Unchained,word,bastard,89.52
1333,Django Unchained,word,n-word ,89.62
1334,Django Unchained,word,ass,90.03
1335,Django Unchained,word,motherfucker,90.03
1336,Django Unchained,word,goddamn,90.17
1337,Django Unchained,word,n-word ,90.32
1338,Django Unchained,word,goddamn,90.37
1339,Django Unchained,word,n-word ,90.42
1340,Django Unchained,word,shit,90.43
1341,Django Unchained,word,ass,90.88
1342,Django Unchained,word,n-word ,91.0
1343,Django Unchained,word,n-word ,91.02
1344,Django Unchained,word,n-word ,91.17
1345,Django Unchained,word,n-word ,91.18
1346,Django Unchained,word,ass,92.12
1347,Django Unchained,word,damn,92.23
1348,Django Unchained,word,damn,92.25
1349,Django Unchained,word,shit,92.27
1350,Django Unchained,word,damn,92.33
1351,Django Unchained,word,bitch,92.37
1352,Django Unchained,word,n-word ,92.53
1353,Django Unchained,word,n-word ,92.67
1354,Django Unchained,word,ass,92.78
1355,Django Unchained,word,ass,93.22
1356,Django Unchained,word,n-word ,96.73
1357,Django Unchained,word,ass,101.02
1358,Django Unchained,word,n-word ,101.48
1359,Django Unchained,word,n-word ,101.97
1360,Django Unchained,word,n-word ,102.07
1361,Django Unchained,word,n-word ,102.32
1362,Django Unchained,word,n-word ,102.6
1363,Django Unchained,word,n-word ,102.78
1364,Django Unchained,word,n-word ,102.83
1365,Django Unchained,word,n-word ,103.02
1366,Django Unchained,word,n-word ,103.15
1367,Django Unchained,word,n-word ,103.2
1368,Django Unchained,word,hell,103.83
1369,Django Unchained,word,n-word ,104.23
1370,Django Unchained,word,n-word ,104.27
1371,Django Unchained,word,ass,104.35
1372,Django Unchained,word,n-word ,104.9
1373,Django Unchained,word,bitch,104.97
1374,Django Unchained,word,n-word ,105.62
1375,Django Unchained,word,n-word ,106.12
1376,Django Unchained,word,ass,108.38
1377,Django Unchained,word,n-word ,108.48
1378,Django Unchained,word,n-word ,108.65
1379,Django Unchained,word,n-word ,109.12
1380,Django Unchained,word,n-word ,109.18
1381,Django Unchained,word,n-word ,109.2
1382,Django Unchained,word,goddamn,109.33
1383,Django Unchained,word,goddamn,111.33
1384,Django Unchained,word,damn,111.53
1385,Django Unchained,word,n-word ,112.08
1386,Django Unchained,word,shit,112.08
1387,Django Unchained,word,fucked,112.08
1388,Django Unchained,word,motherfuckers,113.05
1389,Django Unchained,word,hell,113.22
1390,Django Unchained,word,ass,113.25
1391,Django Unchained,word,n-word ,113.5
1392,Django Unchained,word,n-word ,113.97
1393,Django Unchained,word,n-word ,114.05
1394,Django Unchained,word,fuck,114.15
1395,Django Unchained,word,bitch,114.18
1396,Django Unchained,word,goddamn,114.93
1397,Django Unchained,word,bitches,115.02
1398,Django Unchained,word,bitches,115.07
1399,Django Unchained,word,damn,116.65
1400,Django Unchained,word,goddamn,117.85
1401,Django Unchained,word,jackass,120.65
1402,Django Unchained,word,ass,121.12
1403,Django Unchained,word,goddamn,121.12
1404,Django Unchained,word,n-word ,121.37
1405,Django Unchained,word,n-word ,121.67
1406,Django Unchained,word,n-word ,122.45
1407,Django Unchained,word,goddamn,122.6
1408,Django Unchained,word,ass,122.63
1409,Django Unchained,word,n-word ,123.42
1410,Django Unchained,word,shit,130.07
1411,Django Unchained,word,n-word ,130.38
1412,Django Unchained,word,ass,130.45
1413,Django Unchained,death,,131.27
1414,Django Unchained,death,,131.53
1415,Django Unchained,death,,131.72
1416,Django Unchained,death,,131.8
1417,Django Unchained,death,,131.83
1418,Django Unchained,death,,131.92
1419,Django Unchained,death,,132.05
1420,Django Unchained,death,,132.13
1421,Django Unchained,death,,132.13
1422,Django Unchained,death,,132.13
1423,Django Unchained,word,fucking,132.22
1424,Django Unchained,word,n-word ,131.73
1425,Django Unchained,word,shit,132.1
1426,Django Unchained,word,bitch,132.12
1427,Django Unchained,word,fucking,132.22
1428,Django Unchained,word,damn,132.3
1429,Django Unchained,word,bitch,132.32
1430,Django Unchained,word,fucking,132.35
1431,Django Unchained,word,damn,132.37
1432,Django Unchained,word,fuck,132.42
1433,Django Unchained,word,fuck,132.53
1434,Django Unchained,word,n-word ,132.55
1435,Django Unchained,death,,133.08
1436,Django Unchained,word,n-word ,133.17
1437,Django Unchained,word,motherfucker,133.27
1438,Django Unchained,death,,133.38
1439,Django Unchained,death,,133.38
1440,Django Unchained,word,shit,133.42
1441,Django Unchained,death,,133.47
1442,Django Unchained,death,,133.5
1443,Django Unchained,death,,133.52
1444,Django Unchained,death,,133.65
1445,Django Unchained,death,,133.83
1446,Django Unchained,death,,133.87
1447,Django Unchained,word,shit,134.4
1448,Django Unchained,word,goddamn,134.77
1449,Django Unchained,word,goddamn,135.18
1450,Django Unchained,word,horseshit,135.43
1451,Django Unchained,word,ass,135.65
1452,Django Unchained,word,goddamn,135.7
1453,Django Unchained,word,bitch,135.78
1454,Django Unchained,word,n-word ,136.2
1455,Django Unchained,word,n-word ,138.3
1456,Django Unchained,word,ass,140.23
1457,Django Unchained,word,motherfuckers,140.25
1458,Django Unchained,word,ass,140.43
1459,Django Unchained,word,fucking,140.5
1460,Django Unchained,word,n-word ,140.68
1461,Django Unchained,word,shit,140.93
1462,Django Unchained,word,n-word ,140.97
1463,Django Unchained,word,shit,141.22
1464,Django Unchained,word,hell,141.25
1465,Django Unchained,word,n-word ,141.27
1466,Django Unchained,word,ass,141.52
1467,Django Unchained,word,ass,142.42
1468,Django Unchained,word,n-word ,142.43
1469,Django Unchained,word,fuck,143.68
1470,Django Unchained,word,fuck,144.2
1471,Django Unchained,word,ass,144.58
1472,Django Unchained,word,bitches,144.77
1473,Django Unchained,word,goddamn,145.12
1474,Django Unchained,word,fucking,145.17
1475,Django Unchained,word,shit,145.22
1476,Django Unchained,word,ass,145.53
1477,Django Unchained,word,fucking,147.2
1478,Django Unchained,word,damn,147.23
1479,Django Unchained,word,n-word ,147.48
1480,Django Unchained,word,fuck,147.62
1481,Django Unchained,word,goddamn,148.43
1482,Django Unchained,word,n-word ,148.57
1483,Django Unchained,word,fucking,149.02
1484,Django Unchained,death,,149.1
1485,Django Unchained,death,,149.1
1486,Django Unchained,death,,149.13
1487,Django Unchained,word,goddamn,152.23
1488,Django Unchained,word,motherfucker,152.35
1489,Django Unchained,death,,152.37
1490,Django Unchained,death,,152.38
1491,Django Unchained,death,,152.4
1492,Django Unchained,death,,152.4
1493,Django Unchained,death,,152.47
1494,Django Unchained,death,,152.47
1495,Django Unchained,death,,152.5
1496,Django Unchained,death,,156.77
1497,Django Unchained,word,bitch,157.3
1498,Django Unchained,death,,157.37
1499,Django Unchained,death,,157.85
1500,Django Unchained,word,n-word ,158.62
1501,Django Unchained,word,n-word ,158.65
1502,Django Unchained,word,shit,158.78
1503,Django Unchained,word,n-word ,158.78
1504,Django Unchained,word,motherfucker,158.9
1505,Django Unchained,word,damn,158.92
1506,Django Unchained,word,n-word ,158.98
1507,Django Unchained,word,horseshit,159.18
1508,Django Unchained,word,n-word ,159.25
1509,Django Unchained,word,bitch,159.33
1510,Django Unchained,word,motherfucker,159.37
1511,Django Unchained,word,n-word ,159.42
1512,Django Unchained,word,ass,159.53
1513,Django Unchained,word,n-word ,159.58
1514,Django Unchained,word,n-word ,159.65
1515,Django Unchained,word,ass,159.7
1516,Django Unchained,word,ass,159.77
1517,Django Unchained,word,n-word ,159.8
1518,Django Unchained,word,fucked,159.83
1519,Django Unchained,word,n-word ,159.88
1520,Django Unchained,word,n-word ,160.2
1521,Django Unchained,word,ass,160.28
1522,Django Unchained,death,,160.45
1523,Jackie Brown,word,ass,4.38
1524,Jackie Brown,word,shit,4.53
1525,Jackie Brown,word,shit,4.63
1526,Jackie Brown,word,motherfucker,4.85
1527,Jackie Brown,word,shit,4.95
1528,Jackie Brown,word,shit,5.0
1529,Jackie Brown,word,motherfucker,5.28
1530,Jackie Brown,word,n-word ,5.37
1531,Jackie Brown,word,n-word ,5.45
1532,Jackie Brown,word,fucking,5.53
1533,Jackie Brown,word,damn,5.6
1534,Jackie Brown,word,n-word ,5.67
1535,Jackie Brown,word,shit,5.7
1536,Jackie Brown,word,n-word ,6.02
1537,Jackie Brown,word,motherfucker,6.08
1538,Jackie Brown,word,shit,6.18
1539,Jackie Brown,word,motherfucker,6.37
1540,Jackie Brown,word,ass,6.7
1541,Jackie Brown,word,shit,7.45
1542,Jackie Brown,word,shit,8.35
1543,Jackie Brown,word,n-word ,8.58
1544,Jackie Brown,word,n-word ,8.62
1545,Jackie Brown,word,n-word ,8.65
1546,Jackie Brown,word,motherfucking,8.82
1547,Jackie Brown,word,motherfuckers,9.23
1548,Jackie Brown,word,bitch,9.97
1549,Jackie Brown,word,fuck,10.08
1550,Jackie Brown,word,fuck,10.12
1551,Jackie Brown,word,goddamn,10.2
1552,Jackie Brown,word,n-word ,10.2
1553,Jackie Brown,word,goddamn,10.25
1554,Jackie Brown,word,motherfuckers,10.5
1555,Jackie Brown,word,shit,10.52
